JobTitle,Industry,Salary,Risk,Location,Year,SourceDataset
IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,276000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,396000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,624000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,288000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,216000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,612000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer - Intern,,444000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,372000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,516000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,528000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,336000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,252000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,516000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,372000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,324000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,120000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer - Intern,,60000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,324000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,540000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,540000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,168000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,336000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,276000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer - Intern,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,108000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,384000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,444000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,588000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer - Intern,,132000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer - Intern,,60000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer - Intern,,288000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer Contractor,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,888000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,132000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,408000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,192000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer - Intern,,144000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,1600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,684000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,264000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,252000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developer,,168000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,180000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,540000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,252000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,252000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,588000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1152000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,768000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,120000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,672000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,480000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,408000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1104000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,516000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,372000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,528000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,396000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,468000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,768000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,744000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,240000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1152000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,348000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,180000.0,,New Delhi,,Software_Professional_Salaries.csv
Junior IOS Developer,,240000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,744000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Applications Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Engineer,,204000.0,,New Delhi,,Software_Professional_Salaries.csv
Sr iOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Development,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,1056000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,948000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,456000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,276000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,192000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,456000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,720000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,408000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,408000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,516000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,300000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,348000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,324000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,348000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,252000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer - Intern,,120000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,276000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,564000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,912000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Software Developer,,492000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios Software Engineer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios Software Engineer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Ios Software Engineer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,228000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1600000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,708000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,192000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,564000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1600000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,588000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,264000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,240000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer) - Intern,,96000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,468000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,252000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,636000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,432000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,1600000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,100000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,456000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,540000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer) Contractor,,636000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer (Ios Developer),,420000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer - IOS,,1400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer - IOS,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer - IOS,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
IOS Developers,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Developer (IOS Developer),,300000.0,,New Delhi,,Software_Professional_Salaries.csv
Software Engineer(IOS Developer),,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,276000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,120000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,120000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,480000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,456000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1300000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer - Contractor,,1300000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1300000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,2400000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,576000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1152000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,336000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,2500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,672000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1300000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,984000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1300000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,816000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,516000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,576000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,768000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,384000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,828000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,228000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,648000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,288000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,540000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,420000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,708000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,600000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,288000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,888000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1400000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,564000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,2300000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,372000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,456000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1600000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,660000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,924000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,360000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,216000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,396000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1400000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,500000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,800000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1200000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer Contractor,,100000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1000000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1400000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1900000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,408000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,400000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,900000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,1300000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,700000.0,,New Delhi,,Software_Professional_Salaries.csv
Senior IOS Developer,,684000.0,,New Delhi,,Software_Professional_Salaries.csv
